BirdID,sex,BIRTHYEAR,agefirstassayed,last year bred,longevity_max age recorded,Season_assayed,yearassayed,monthassayed,Sepday,adjuv,Numbs!,Obsno!,EB,seasondaybird,hopsandflights
T640003,M,2004,A,2005,2,2,2006,1,139,A,2,1,1.484,2139T640003,135
T640006,F,2004,A,2006,2,2,2006,2,168,A,1,1,0.733,2168T640006,25
T640011,F,2005,A,2008,3,3,2006,11,64,A,1,1,0.35,364T640011,7
T640012,M,2004,A,2009,5,3,2007,2,154,A,1,1,1.574,3154T640012,123
T640013,M,2004,A,2006,3,3,2007,2,174,A,1,1,0.073,3174T640013,5
T640207,F,2004,A,2005,2,2,2005,12,107,A,1,1,0.337,2107T640207,5
T640208,M,2004,A,2005,2,2,2005,12,105,A,1,1,0.375,2105T640208,12
T640209,M,2005,J,2007,2,2,2005,9,22,J,3,1,0.411,222T640209,19
T640209,M,2005,J,2007,2,2,2005,12,100,J,3,2,0.411,2100T640209,18
T640209,M,2005,J,2007,2,2,2006,1,132,J,3,3,0.411,2132T640209,11
T640211,F,2005,J,2006,1,2,2005,9,23,J,2,1,0.573,223T640211,47
T640211,F,2005,J,2006,1,2,2006,3,182,J,2,2,0.573,2182T640211,37
T640216,M,2005,J,2006,1,2,2005,9,27,J,3,1,1.268,227T640216,9
T640216,M,2005,J,2006,1,2,2006,1,132,J,3,2,1.268,2132T640216,449
T640216,M,2005,J,2006,1,2,2006,2,177,J,3,3,1.268,2177T640216,242
T640217,F,2005,J,notbred,1,2,2005,9,27,J,1,1,0.922,227T640217,22
T640218,M,2005,J,notbred,1,2,2005,9,27,J,1,1,1.266,227T640218,63
T640221,F,2005,J,notbred,1,2,2005,9,27,J,1,1,0.633,227T640221,22
T640222,M,2005,J,notbred,1,2,2005,9,28,J,1,1,1.71,228T640222,145
T640226,M,2005,J,notbred,1,2,2005,9,28,J,1,1,0.722,228T640226,24
T640229,M,2005,J,2006,1,2,2005,9,28,J,1,1,0.581,228T640229,5
T640231,M,2005,J,notbred,1,2,2005,9,29,J,2,1,0.911,229T640231,5
T640231,M,2005,J,notbred,1,2,2006,1,142,J,2,2,0.911,2142T640231,130
T640232,M,2005,J,notbred,1,2,2005,9,29,J,1,1,0.49,229T640232,10
T640234,M,2005,J,2009,4,2,2005,9,29,J,4,1,1.058,229T640234,108
T640234,M,2005,J,2009,4,2,2006,1,139,J,4,2,1.058,2139T640234,84
T640234,M,2005,J,2009,4,2,2006,1,149,J,4,3,1.058,2149T640234,57
T640234,M,2005,J,2009,4,2,2006,2,172,J,4,4,1.058,2172T640234,40
T640237,M,2005,J,notbred,1,2,2005,9,29,J,1,1,0.527,229T640237,10
T640238,M,2005,J,notbred,1,2,2005,9,30,J,3,1,0.334,230T640238,25
T640238,M,2005,J,notbred,1,2,2006,1,137,J,3,2,0.334,2137T640238,4
T640238,M,2005,J,notbred,1,2,2006,1,142,J,3,3,0.334,2142T640238,24
T640239,F,2005,J,notbred,1,2,2005,9,30,J,1,1,0.691,230T640239,12
T640240,F,2005,J,notbred,1,2,2005,9,30,J,1,1,0.543,230T640240,22
T640242,F,2005,J,notbred,1,2,2005,9,30,J,1,1,0.52,230T640242,8
T640244,M,2005,J,notbred,1,2,2005,9,30,J,1,1,0.546,230T640244,7
T640247,M,2005,J,notbred,1,2,2005,10,35,J,1,1,0.724,235T640247,12
T640256,F,2005,J,notbred,1,2,2005,10,36,J,1,1,0.425,236T640256,20
T640258,F,2005,J,notbred,1,2,2005,10,48,J,1,1,0.727,248T640258,14
T640260,F,2005,J,notbred,1,2,2005,10,48,J,1,1,0.583,248T640260,14
T640263,M,2005,J,2008,3,2,2005,10,48,J,2,1,0.423,248T640263,21
T640263,M,2005,J,2008,3,2,2006,1,139,J,2,2,0.423,2139T640263,37
T640264,M,2004,A,notbred,2,2,2005,10,48,A,1,1,0.726,248T640264,25
T640265,F,2005,J,notbred,1,2,2005,10,48,J,1,1,0.883,248T640265,17
T640269,M,2005,J,notbred,1,2,2005,10,51,J,1,1,0.624,251T640269,14
T640270,F,2005,J,notbred,1,2,2005,10,51,J,1,1,0.95,251T640270,38
T640271,M,2004,A,notbred,2,2,2005,10,51,A,1,1,1.138,251T640271,89
T640272,F,2005,J,notbred,1,2,2005,10,51,J,2,1,1.253,251T640272,77
T640272,F,2005,J,notbred,1,2,2006,1,147,J,2,2,1.253,2147T640272,70
T640273,M,2005,J,notbred,1,2,2005,10,51,J,1,1,1.684,251T640273,114
T640274,F,2005,J,notbred,1,2,2005,10,51,J,1,1,0.297,251T640274,4
T640275,M,2005,J,notbred,1,2,2005,10,56,J,2,1,0.325,256T640275,20
T640275,M,2005,J,notbred,1,2,2006,2,170,J,2,2,0.325,2170T640275,14
T640276,M,2005,J,2007,2,2,2005,10,56,J,4,1,0.905,256T640276,6
T640276,M,2005,J,2007,2,2,2006,2,170,J,4,2,0.905,2170T640276,105
T640276,M,2005,J,2007,2,3,2006,11,69,A,4,3,0.905,369T640276,34
T640276,M,2005,J,2007,2,4,2008,2,179,A,4,4,0.905,4179T640276,115
T640277,F,2005,J,notbred,1,2,2005,10,56,J,2,1,0.587,256T640277,18
T640277,F,2005,J,notbred,1,2,2006,2,170,J,2,2,0.587,2170T640277,23
T640283,M,2005,J,notbred,1,2,2005,12,100,J,2,1,0.778,2100T640283,23
T640283,M,2005,J,notbred,1,2,2006,2,172,J,2,2,0.778,2172T640283,55
T640290,F,2005,J,notbred,1,2,2005,12,105,J,2,1,1.611,2105T640290,84
T640290,F,2005,J,notbred,1,2,2006,2,154,J,2,2,1.611,2154T640290,120
T640295,F,2005,J,notbred,1,2,2006,1,139,J,2,1,0.273,2139T640295,40
T640295,F,2005,J,notbred,1,3,2006,12,109,A,2,2,0.273,3109T640295,1
T640296,M,2005,J,2006,1,2,2006,1,139,J,1,1,0.515,2139T640296,24
T640297,F,2005,J,notbred,1,2,2006,1,139,J,1,1,1.39,2139T640297,73
T640298,F,2005,J,notbred,1,2,2006,1,139,J,1,1,0.134,2139T640298,4
T640307,M,2004,A,2005,3,3,2006,12,97,A,1,1,0.763,397T640307,17
T640309,F,2004,A,2005,2,2,2006,2,167,A,1,1,0.728,2167T640309,31
T640313,M,2003,A,2007,4,2,2005,10,35,A,1,1,1.614,235T640313,132
T640315,F,2004,A,2006,2,2,2006,1,134,A,1,1,1.188,2134T640315,57
T640318,M,2004,A,2005,2,2,2006,2,167,A,1,1,0.307,2167T640318,24
T640335,M,2004,A,2008,4,3,2007,1,151,A,1,1,0.611,3151T640335,44
T640348,F,2005,A,2007,2,3,2007,1,139,A,1,1,0.209,3139T640348,8
T640363,F,2006,A,2007,2,4,2008,2,181,A,1,1,0.643,4181T640363,42
T640573,M,2006,J,notbred,1,3,2006,12,109,J,1,1,0.452,3109T640573,6
T640599,F,2006,J,2008,2,3,2007,3,185,J,2,1,0.032,3185T640599,5
T640600,F,2005,A,notbred,2,3,2007,3,185,A,1,1,0.028,3185T640600,5
T640605,M,2007,J,2008,1,4,2008,3,188,J,1,1,0.332,4188T640605,25
T640607,M,2007,J,notbred,1,4,2008,3,188,J,1,1,1.347,4188T640607,127
T640701,M,2007,J,notbred,1,4,2008,3,187,J,1,1,1.19,4187T640701,79
T640705,M,2007,J,2008,1,4,2008,3,189,J,1,1,0.48,4189T640705,45
T640711,F,2006,A,2009,3,4,2008,3,193,A,1,1,0.881,4193T640711,60
T640801,M,2007,J,2008,1,4,2008,2,181,J,1,1,1.453,4181T640801,152
T640802,M,2006,A,2008,2,4,2008,2,181,A,1,1,1.059,4181T640802,71
T640803,F,2007,J,notbred,1,4,2008,2,181,J,1,1,0.509,4181T640803,32
T642464,F,2006,J,notbred,1,3,2006,11,83,J,1,1,1.221,383T642464,75
